1,2.97952E-012
2,2.41363E-012
3,2.28083E-012
4,2.213E-012
5,2.19488E-012
6,2.14803E-012
7,2.14183E-012
8,2.10547E-012
9,2.1143E-012
10,2.08628E-012
11,2.07949E-012
12,2.09832E-012
13,2.11275E-012
14,2.08592E-012
15,2.09272E-012
16,2.07603E-012
17,2.05791E-012
18,2.05898E-012
19,2.03168E-012
20,2.05958E-012
21,2.06757E-012
22,2.05743E-012
23,2.07317E-012
24,2.06614E-012
25,2.07126E-012
26,2.07865E-012
27,2.05123E-012
28,2.05255E-012
29,2.03454E-012
30,2.03884E-012
31,2.05564E-012
32,2.04289E-012
33,2.06733E-012
34,2.07698E-012
35,2.06888E-012
36,2.06327E-012
37,2.05004E-012
38,2.06161E-012
39,2.06578E-012
40,2.07615E-012
41,2.07114E-012
42,2.07627E-012
43,2.04706E-012
44,2.04492E-012
45,2.04086E-012
46,2.033E-012
47,2.05255E-012
48,2.02978E-012
49,2.02775E-012
50,2.03276E-012
51,3.92127E-012
52,3.74031E-012
53,3.63314E-012
54,3.51894E-012
55,3.3735E-012
56,3.35932E-012
57,3.28803E-012
58,3.24953E-012
59,3.17335E-012
60,3.13163E-012
61,3.11279E-012
62,3.08347E-012
63,3.05295E-012
64,3.00956E-012
65,3.00932E-012
66,3.00324E-012
67,2.95985E-012
68,2.91562E-012
69,2.91109E-012
70,2.88069E-012
71,2.91717E-012
72,2.90346E-012
73,2.89714E-012
74,2.8702E-012
75,2.86055E-012
76,2.86484E-012
77,2.8671E-012
78,2.84433E-012
79,2.83313E-012
80,2.81882E-012
81,2.81847E-012
82,2.83802E-012
83,2.8249E-012
84,2.79808E-012
85,2.81811E-012
86,2.78914E-012
87,2.78056E-012
88,2.81191E-012
89,2.79462E-012
90,2.78044E-012
91,2.77603E-012
92,2.7467E-012
93,2.74253E-012
94,2.73657E-012
95,2.71571E-012
96,2.71571E-012
97,2.69628E-012
98,2.70784E-012
99,2.6933E-012
100,2.67971E-012
101,2.09785E-012
102,2.07865E-012
103,2.09725E-012
104,2.09308E-012
105,2.10929E-012
106,2.12491E-012
107,2.12002E-012
108,2.11668E-012
109,2.08926E-012
110,2.11668E-012
111,2.10798E-012
112,2.10249E-012
113,2.12204E-012
114,2.13218E-012
115,2.11465E-012
116,2.1199E-012
117,2.10106E-012
118,2.10941E-012
119,2.10309E-012
120,2.092E-012
121,2.08509E-012
122,2.0678E-012
123,2.07257E-012
124,2.06625E-012
125,2.06137E-012
126,2.06792E-012
127,2.07126E-012
128,2.07591E-012
129,2.07055E-012
130,2.03669E-012
131,2.07102E-012
132,2.09939E-012
133,2.08068E-012
134,2.05922E-012
135,2.09916E-012
136,2.07639E-012
137,2.08104E-012
138,2.08056E-012
139,2.07436E-012
140,2.07484E-012
141,2.06208E-012
142,2.06733E-012
143,2.06768E-012
144,2.06101E-012
145,2.07531E-012
146,2.0752E-012
147,2.05863E-012
148,2.05779E-012
149,2.087E-012
150,2.09117E-012
151,3.48318E-012
152,3.36587E-012
153,3.28577E-012
154,3.23641E-012
155,3.17407E-012
156,3.12006E-012
157,3.07453E-012
158,3.05426E-012
159,3.00324E-012
160,2.96271E-012
161,2.93446E-012
162,2.91419E-012
163,2.88582E-012
164,2.85816E-012
165,2.84505E-012
166,2.82478E-012
167,2.81572E-012
168,2.82419E-012
169,2.82109E-012
170,2.80821E-012
171,2.80225E-012
172,2.78783E-012
173,2.79284E-012
174,2.77388E-012
175,2.77591E-012
176,2.74515E-012
177,2.76613E-012
178,2.77686E-012
179,2.77126E-012
180,2.75195E-012
181,2.76577E-012
182,2.74181E-012
183,2.71571E-012
184,2.72882E-012
185,2.71738E-012
186,2.6933E-012
187,2.68221E-012
188,2.69055E-012
189,2.68412E-012
190,2.67529E-012
191,2.689E-012
192,2.66516E-012
193,2.65968E-012
194,2.6412E-012
195,2.68126E-012
196,2.65813E-012
197,2.62415E-012
198,2.64382E-012
199,2.63607E-012
200,2.64025E-012
201,2.12991E-012
202,2.12359E-012
203,2.12538E-012
204,2.09379E-012
205,2.14899E-012
206,2.11287E-012
207,2.11048E-012
208,2.10309E-012
209,2.11477E-012
210,2.11751E-012
211,2.10547E-012
212,2.08962E-012
213,2.10917E-012
214,2.10416E-012
215,2.08533E-012
216,2.09546E-012
217,2.08032E-012
218,2.06828E-012
219,2.07353E-012
220,2.08473E-012
221,2.06935E-012
222,2.10178E-012
223,2.08199E-012
224,2.09045E-012
225,2.0901E-012
226,2.09999E-012
227,2.09713E-012
228,2.09355E-012
229,2.09868E-012
230,2.09212E-012
231,2.09427E-012
232,2.1019E-012
233,2.0715E-012
234,2.07424E-012
235,2.07436E-012
236,2.08211E-012
237,2.08533E-012
238,2.09522E-012
239,2.0777E-012
240,2.08354E-012
241,2.06685E-012
242,2.04146E-012
243,2.06935E-012
244,2.08414E-012
245,2.074E-012
246,2.0802E-012
247,2.0771E-012
248,2.07961E-012
249,2.074E-012
250,2.05708E-012
251,3.38554E-012
252,3.28755E-012
253,3.20518E-012
254,3.14736E-012
255,3.06988E-012
256,3.02017E-012
257,2.99263E-012
258,2.97868E-012
259,2.94197E-012
260,2.93446E-012
261,2.90418E-012
262,2.88379E-012
263,2.88141E-012
264,2.85602E-012
265,2.83253E-012
266,2.84588E-012
267,2.81429E-012
268,2.79391E-012
269,2.79653E-012
270,2.79093E-012
271,2.79498E-012
272,2.78127E-012
273,2.75493E-012
274,2.75993E-012
275,2.77638E-012
276,2.76148E-012
277,2.75886E-012
278,2.73573E-012
279,2.70867E-012
280,2.72226E-012
281,2.69115E-012
282,2.73287E-012
283,2.6983E-012
284,2.69759E-012
285,2.68602E-012
286,2.68054E-012
287,2.66647E-012
288,2.67339E-012
289,2.66755E-012
290,2.66647E-012
291,2.67649E-012
292,2.67208E-012
293,2.66421E-012
294,2.68054E-012
295,2.66516E-012
296,2.62344E-012
297,2.64406E-012
298,2.63596E-012
299,2.64144E-012
300,2.65086E-012
301,2.11096E-012
302,2.10083E-012
303,2.10059E-012
304,2.09641E-012
305,2.10822E-012
306,2.11573E-012
307,2.09689E-012
308,2.11072E-012
309,2.11585E-012
310,2.08557E-012
311,2.09773E-012
312,2.10619E-012
313,2.11906E-012
314,2.11775E-012
315,2.10404E-012
316,2.1019E-012
317,2.11191E-012
318,2.09272E-012
319,2.07746E-012
320,2.07579E-012
321,2.07841E-012
322,2.08962E-012
323,2.07412E-012
324,2.0715E-012
325,2.10488E-012
326,2.10404E-012
327,2.06709E-012
328,2.09165E-012
329,2.10524E-012
330,2.0864E-012
331,2.10273E-012
332,2.07746E-012
333,2.07949E-012
334,2.07102E-012
335,2.07889E-012
336,2.08437E-012
337,2.07293E-012
338,2.08831E-012
339,2.07961E-012
340,2.08294E-012
341,2.07651E-012
342,2.09045E-012
343,2.09022E-012
344,2.07651E-012
345,2.07758E-012
346,2.07543E-012
347,2.08175E-012
348,2.10237E-012
349,2.08426E-012
350,2.09141E-012
351,3.39377E-012
352,3.26192E-012
353,3.15928E-012
354,3.09443E-012
355,3.08251E-012
356,3.01874E-012
357,2.96533E-012
358,2.92957E-012
359,2.91431E-012
360,2.90239E-012
361,2.87604E-012
362,2.85566E-012
363,2.85935E-012
364,2.8441E-012
365,2.80499E-012
366,2.7988E-012
367,2.76852E-012
368,2.77615E-012
369,2.76315E-012
370,2.7535E-012
371,2.73573E-012
372,2.72918E-012
373,2.73728E-012
374,2.72512E-012
375,2.7163E-012
376,2.71595E-012
377,2.72131E-012
378,2.70581E-012
379,2.71022E-012
380,2.71678E-012
381,2.69508E-012
382,2.69938E-012
383,2.70009E-012
384,2.70224E-012
385,2.67828E-012
386,2.67625E-012
387,2.65515E-012
388,2.65682E-012
389,2.66218E-012
390,2.67708E-012
391,2.66469E-012
392,2.6567E-012
393,2.64847E-012
394,2.65408E-012
395,2.64871E-012
396,2.64227E-012
397,2.65193E-012
398,2.63047E-012
399,2.64812E-012
400,2.65145E-012
401,2.13015E-012
402,2.13563E-012
403,2.12932E-012
404,2.12801E-012
405,2.13003E-012
406,2.12586E-012
407,2.13754E-012
408,2.11978E-012
409,2.10941E-012
410,2.09546E-012
411,2.0982E-012
412,2.08795E-012
413,2.09212E-012
414,2.09713E-012
415,2.08092E-012
416,2.08652E-012
417,2.08461E-012
418,2.08151E-012
419,2.09773E-012
420,2.10583E-012
